,Datetime,ITM,Product,Instrument,B/S,Price,FillQty,multilegreportingtype,TTOrderId,FirstLeg,SecondLeg,Structure,Algo,Tag,Parent_tag,Parent_firstleg,Tenore,start,id,Hedged,Final_Index
0,2022-03-01 09:15:21.940,ACY,G,G Sep22-Oct22 Calendar,Buy,6.75,1,3,0803c05c-d350-407f-934c-6238cd478843,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,5Ar23ynzCqqEJFyiwAuHW1,,G Sep22
1,2022-03-01 09:15:21.940,ACY,G,G Sep22,Buy,795.25,1,2,0803c05c-d350-407f-934c-6238cd478843,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,HcZ3l5Uo3lM66i9Ol2APrJ,,G Sep22
2,2022-03-01 09:15:21.940,ACY,G,G Oct22,Sell,788.5,-1,2,0803c05c-d350-407f-934c-6238cd478843,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,Dvj26xbhcWWLeqVCPqaWVy,,G Oct22
3,2022-03-01 09:15:21.940,ACY,G,G Sep22-Oct22 Calendar,Buy,6.75,1,3,0803c05c-d350-407f-934c-6238cd478843,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,3SOgB5JO1ByKZz5cQjISoI,,G Sep22
4,2022-03-01 09:15:21.940,ACY,G,G Sep22,Buy,795.25,1,2,0803c05c-d350-407f-934c-6238cd478843,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,7kbZ9Q01eDJ3qDciccJODl,,G Sep22
5,2022-03-01 09:15:21.940,ACY,G,G Oct22,Sell,788.5,-1,2,0803c05c-d350-407f-934c-6238cd478843,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,9tVERLNP0LAGJSEELuk4Zr,,G Oct22
6,2022-03-01 09:15:21.940,ACY,G,G Sep22-Oct22 Calendar,Buy,6.75,1,3,0803c05c-d350-407f-934c-6238cd478843,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,caqraHN70N9EoeLDwMrkY,,G Sep22
7,2022-03-01 09:15:21.940,ACY,G,G Sep22,Buy,795.25,1,2,0803c05c-d350-407f-934c-6238cd478843,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,7EVJTiG8igw3SRnocJtTh3,,G Sep22
8,2022-03-01 09:15:21.940,ACY,G,G Oct22,Sell,788.5,-1,2,0803c05c-d350-407f-934c-6238cd478843,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,B6HLuOBPLPuHPjsW1v4SSW,,G Oct22
9,2022-03-01 09:15:21.940,ACY,G,G Sep22-Oct22 Calendar,Buy,6.75,1,3,0803c05c-d350-407f-934c-6238cd478843,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,LuzvvhPRxVx1e0SIh6FN9H,,G Sep22
10,2022-03-01 09:15:21.940,ACY,G,G Sep22,Buy,795.25,1,2,0803c05c-d350-407f-934c-6238cd478843,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,GgHMdI0116A5RPrun4zuSX,,G Sep22
11,2022-03-01 09:15:21.940,ACY,G,G Oct22,Sell,788.5,-1,2,0803c05c-d350-407f-934c-6238cd478843,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,KHlJSUVqj52wAqXhYiwnf,,G Oct22
12,2022-03-01 09:15:25.340,ACY,G,G Sep22-Oct22 Calendar,Buy,6.75,1,3,0803c05c-d350-407f-934c-6238cd478843,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,8gzIzTSqOgvBthRq0AVz2O,,G Sep22
13,2022-03-01 09:15:25.340,ACY,G,G Sep22,Buy,795.5,1,2,0803c05c-d350-407f-934c-6238cd478843,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,4ZbvMP4rPUSBQJ1RO8u9cm,,G Sep22
14,2022-03-01 09:15:25.340,ACY,G,G Oct22,Sell,788.75,-1,2,0803c05c-d350-407f-934c-6238cd478843,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,K1fY9Y9B4fcH73k7yoanhs,,G Oct22
15,2022-03-01 09:15:25.340,ACY,G,G Sep22-Oct22 Calendar,Buy,6.75,5,3,0803c05c-d350-407f-934c-6238cd478843,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,2gR7yF7qYFe9ucRT68OMVO,,G Sep22
16,2022-03-01 09:15:25.340,ACY,G,G Sep22,Buy,795.5,5,2,0803c05c-d350-407f-934c-6238cd478843,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,IeaXZV6m8YY4nqA5vENRWF,,G Sep22
17,2022-03-01 09:15:25.340,ACY,G,G Oct22,Sell,788.75,-5,2,0803c05c-d350-407f-934c-6238cd478843,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,KCN5VFU8YHQDeWlN1BldBA,,G Oct22
18,2022-03-01 09:22:07.747,ACY,G,G Jan23-Feb23 Calendar,Buy,7.0,5,3,7bedd04d-08ae-470d-8951-f52032367636,Jan23,Feb23,Spread,COMPLEX,1mo Spread,1mo Spread,Jan23,1,2023-01-01 00:00:00.000,I8X8vl4fV6tGLcAzYszf2V,,G Jan23
19,2022-03-01 09:22:07.747,ACY,G,G Jan23,Buy,761.0,5,2,7bedd04d-08ae-470d-8951-f52032367636,Jan23,Jan23,Outright,COMPLEX,Outright,1mo Spread,Jan23,0,2023-01-01 00:00:00.000,LENrUrsHYwV998F7IbnG6b,,G Jan23
20,2022-03-01 09:22:07.747,ACY,G,G Feb23,Sell,754.0,-5,2,7bedd04d-08ae-470d-8951-f52032367636,Feb23,Feb23,Outright,COMPLEX,Outright,1mo Spread,Jan23,0,2023-02-01 00:00:00.000,DKUgZv0WK6X5hmXABzjCQ0,,G Feb23
21,2022-03-01 09:24:13.267,ACY,G,G Sep22-Oct22 Calendar,Sell,6.75,-1,3,4fb3ccc5-8004-4961-b6d7-31c9fd584010,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,KXfsRGcLCvUAXYXldIA6kf,,G Sep22
22,2022-03-01 09:24:13.267,ACY,G,G Sep22,Sell,793.0,-1,2,4fb3ccc5-8004-4961-b6d7-31c9fd584010,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,Gg8UKcN37YeCOg7qCoq0sP,,G Sep22
23,2022-03-01 09:24:13.267,ACY,G,G Oct22,Buy,786.25,1,2,4fb3ccc5-8004-4961-b6d7-31c9fd584010,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,KSHB4EtCqekK5XfeNMtltz,,G Oct22
24,2022-03-01 09:24:25.187,ACY,G,G Sep22-Oct22 Calendar,Sell,6.75,-1,3,4fb3ccc5-8004-4961-b6d7-31c9fd584010,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,Exgr5RB1Z4K9akNq8BuhRI,,G Sep22
25,2022-03-01 09:24:25.187,ACY,G,G Sep22,Sell,793.0,-1,2,4fb3ccc5-8004-4961-b6d7-31c9fd584010,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,5lyJX23szeD5behXc8GHLu,,G Sep22
26,2022-03-01 09:24:25.187,ACY,G,G Oct22,Buy,786.25,1,2,4fb3ccc5-8004-4961-b6d7-31c9fd584010,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,Exr4P3JOptALPqa190XJkh,,G Oct22
27,2022-03-01 09:24:25.200,ACY,G,G Sep22-Oct22 Calendar,Sell,6.75,-1,3,4fb3ccc5-8004-4961-b6d7-31c9fd584010,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,4epNdAEiwlWBmXsCi0xwT7,,G Sep22
28,2022-03-01 09:24:25.200,ACY,G,G Sep22,Sell,793.0,-1,2,4fb3ccc5-8004-4961-b6d7-31c9fd584010,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,BGh5p84mooP6np8A28JWjD,,G Sep22
29,2022-03-01 09:24:25.200,ACY,G,G Oct22,Buy,786.25,1,2,4fb3ccc5-8004-4961-b6d7-31c9fd584010,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,CzK83dT1EbD5AIpCA9kSiM,,G Oct22
30,2022-03-01 09:24:25.200,ACY,G,G Sep22-Oct22 Calendar,Sell,6.75,-1,3,4fb3ccc5-8004-4961-b6d7-31c9fd584010,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,37AsKPexvrk9h2mctozwzW,,G Sep22
31,2022-03-01 09:24:25.200,ACY,G,G Sep22,Sell,793.0,-1,2,4fb3ccc5-8004-4961-b6d7-31c9fd584010,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,2LFU134VAEuGNJlVcxF1KL,,G Sep22
32,2022-03-01 09:24:25.200,ACY,G,G Oct22,Buy,786.25,1,2,4fb3ccc5-8004-4961-b6d7-31c9fd584010,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,50EvmCic30P5DpXsfo6LdG,,G Oct22
33,2022-03-01 09:34:26.723,ACY,G,G Dec22-Jan23 Calendar,Sell,7.75,-2,3,da5e0ec0-f054-4110-a3d1-864d59b395e7,Dec22,Jan23,Spread,COMPLEX,1mo Spread,1mo Spread,Dec22,1,2022-12-01 00:00:00.000,APUA9HSFMzy6oeznOIMSKt,,G Dec22
34,2022-03-01 09:34:26.723,ACY,G,G Dec22,Sell,769.25,-2,2,da5e0ec0-f054-4110-a3d1-864d59b395e7,Dec22,Dec22,Outright,COMPLEX,Outright,1mo Spread,Dec22,0,2022-12-01 00:00:00.000,4P2KT0yqAQpAXo9bo0bmpb,,G Dec22
35,2022-03-01 09:34:26.723,ACY,G,G Jan23,Buy,761.5,2,2,da5e0ec0-f054-4110-a3d1-864d59b395e7,Jan23,Jan23,Outright,COMPLEX,Outright,1mo Spread,Dec22,0,2023-01-01 00:00:00.000,JFwr4SDJJ8dDsS0EVNw2Tt,,G Jan23
36,2022-03-01 09:35:37.510,ACY,G,G Dec22-Jan23 Calendar,Sell,7.75,-3,3,fb2691b0-30d8-446d-8f41-ff6dc951da48,Dec22,Jan23,Spread,COMPLEX,1mo Spread,1mo Spread,Dec22,1,2022-12-01 00:00:00.000,624Zp5XTdZK4daxbv9qrDG,,G Dec22
37,2022-03-01 09:35:37.587,ACY,G,G Dec22,Sell,769.75,-3,2,fb2691b0-30d8-446d-8f41-ff6dc951da48,Dec22,Dec22,Outright,COMPLEX,Outright,1mo Spread,Dec22,0,2022-12-01 00:00:00.000,624Zp5XTdZK4daxbv9qrDG.1,,G Dec22
38,2022-03-01 09:35:37.587,ACY,G,G Jan23,Buy,762.0,3,2,fb2691b0-30d8-446d-8f41-ff6dc951da48,Jan23,Jan23,Outright,COMPLEX,Outright,1mo Spread,Dec22,0,2023-01-01 00:00:00.000,624Zp5XTdZK4daxbv9qrDG.2,,G Jan23
39,2022-03-01 09:43:33.770,ACY,G,G Jun22-Jul22 Calendar,Buy,21.0,3,3,88f1ed17-1bdb-4f4e-bd36-4d97256531ff,Jun22,Jul22,Spread,COMPLEX,1mo Spread,1mo Spread,Jun22,1,2022-06-01 00:00:00.000,EMUOKelLkguJeY9q1gbRtf,,G Jun22
40,2022-03-01 09:43:33.770,ACY,G,G Jun22,Buy,840.5,3,2,88f1ed17-1bdb-4f4e-bd36-4d97256531ff,Jun22,Jun22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-06-01 00:00:00.000,5Am92weGRrWKmJV0su7BHv,,G Jun22
41,2022-03-01 09:43:33.770,ACY,G,G Jul22,Sell,819.5,-3,2,88f1ed17-1bdb-4f4e-bd36-4d97256531ff,Jul22,Jul22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-07-01 00:00:00.000,8R5f9CVkDEqEHkzNRJ60d,,G Jul22
42,2022-03-01 09:51:33.657,ACY,G,G Jun22-Jul22 Calendar,Buy,21.0,1,3,fdbc57d3-46c9-4a50-8ae8-e0c60e8c3946,Jun22,Jul22,Spread,COMPLEX,1mo Spread,1mo Spread,Jun22,1,2022-06-01 00:00:00.000,B6C524NJHn2ADxqcsGbVN9,,G Jun22
43,2022-03-01 09:51:33.657,ACY,G,G Jun22,Buy,842.0,1,2,fdbc57d3-46c9-4a50-8ae8-e0c60e8c3946,Jun22,Jun22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-06-01 00:00:00.000,7fOu5mI6GxmIgeYrZ6PKG4,,G Jun22
44,2022-03-01 09:51:33.657,ACY,G,G Jul22,Sell,821.0,-1,2,fdbc57d3-46c9-4a50-8ae8-e0c60e8c3946,Jul22,Jul22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-07-01 00:00:00.000,2QUct8HdnlI3tyQnbAXl2R,,G Jul22
45,2022-03-01 09:51:33.797,ACY,G,G Jun22-Jul22 Calendar,Buy,21.0,1,3,fdbc57d3-46c9-4a50-8ae8-e0c60e8c3946,Jun22,Jul22,Spread,COMPLEX,1mo Spread,1mo Spread,Jun22,1,2022-06-01 00:00:00.000,6tEqxer7YbW88oQzk8Ufmi,,G Jun22
46,2022-03-01 09:51:33.797,ACY,G,G Jun22,Buy,842.0,1,2,fdbc57d3-46c9-4a50-8ae8-e0c60e8c3946,Jun22,Jun22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-06-01 00:00:00.000,GQ6C2CzXy6O8v4upmibPib,,G Jun22
47,2022-03-01 09:51:33.797,ACY,G,G Jul22,Sell,821.0,-1,2,fdbc57d3-46c9-4a50-8ae8-e0c60e8c3946,Jul22,Jul22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-07-01 00:00:00.000,GwHltDQBsjCJ8kMU9Fo0qi,,G Jul22
48,2022-03-01 09:51:34.363,ACY,G,G Jun22-Jul22 Calendar,Buy,21.0,1,3,fdbc57d3-46c9-4a50-8ae8-e0c60e8c3946,Jun22,Jul22,Spread,COMPLEX,1mo Spread,1mo Spread,Jun22,1,2022-06-01 00:00:00.000,DaZRONhTkac6GM7boi2IKm,,G Jun22
49,2022-03-01 09:51:34.363,ACY,G,G Jun22,Buy,842.0,1,2,fdbc57d3-46c9-4a50-8ae8-e0c60e8c3946,Jun22,Jun22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-06-01 00:00:00.000,FJ0Lt4E3anKG5pxhmKWGzF,,G Jun22
50,2022-03-01 09:51:34.363,ACY,G,G Jul22,Sell,821.0,-1,2,fdbc57d3-46c9-4a50-8ae8-e0c60e8c3946,Jul22,Jul22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-07-01 00:00:00.000,CIiVgQR5msfHBXKD8AAnE3,,G Jul22
51,2022-03-01 10:00:20.353,ACY,G,G Sep22-Oct22 Calendar,Sell,6.75,-1,3,f916dfbd-5c56-4d01-9231-33ed269b7a21,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,9SuJz42x4EgFSVLb7RelZU,,G Sep22
52,2022-03-01 10:00:20.353,ACY,G,G Sep22,Sell,797.0,-1,2,f916dfbd-5c56-4d01-9231-33ed269b7a21,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,80OO1GzT6HfGJjcN5JVv5G,,G Sep22
53,2022-03-01 10:00:20.353,ACY,G,G Oct22,Buy,790.25,1,2,f916dfbd-5c56-4d01-9231-33ed269b7a21,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,JbER1crqJMr7H3U7sry1H0,,G Oct22
54,2022-03-01 10:00:20.353,ACY,G,G Sep22-Oct22 Calendar,Sell,6.75,-1,3,f916dfbd-5c56-4d01-9231-33ed269b7a21,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,1JHdHzxxC608b8zMVupAEK,,G Sep22
55,2022-03-01 10:00:20.353,ACY,G,G Sep22,Sell,797.0,-1,2,f916dfbd-5c56-4d01-9231-33ed269b7a21,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,4Zht8S57uJ1KxND2Vgzffq,,G Sep22
56,2022-03-01 10:00:20.353,ACY,G,G Oct22,Buy,790.25,1,2,f916dfbd-5c56-4d01-9231-33ed269b7a21,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,LJXa1BRrhQ45KIahcT6Yxj,,G Oct22
57,2022-03-01 10:00:20.353,ACY,G,G Sep22-Oct22 Calendar,Sell,6.75,-1,3,f916dfbd-5c56-4d01-9231-33ed269b7a21,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,1ZMu4ZfHeCCVi9AEfsV4J,,G Sep22
58,2022-03-01 10:00:20.353,ACY,G,G Sep22,Sell,797.0,-1,2,f916dfbd-5c56-4d01-9231-33ed269b7a21,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,FDbEfQY4fDC4ClNLLahQkE,,G Sep22
59,2022-03-01 10:00:20.353,ACY,G,G Oct22,Buy,790.25,1,2,f916dfbd-5c56-4d01-9231-33ed269b7a21,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,7ZmE2vCKuksLWYZMH63KfU,,G Oct22
60,2022-03-01 10:00:20.353,ACY,G,G Sep22-Oct22 Calendar,Sell,6.75,-1,3,f916dfbd-5c56-4d01-9231-33ed269b7a21,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,JbBXp9WQXb7DA7MOLl73xn,,G Sep22
61,2022-03-01 10:00:20.353,ACY,G,G Sep22,Sell,797.0,-1,2,f916dfbd-5c56-4d01-9231-33ed269b7a21,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,4kJfvfkgVZbKPiQBgnSzrh,,G Sep22
62,2022-03-01 10:00:20.353,ACY,G,G Oct22,Buy,790.25,1,2,f916dfbd-5c56-4d01-9231-33ed269b7a21,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,APe5o0l0y5KGMKcZJo4Enx,,G Oct22
63,2022-03-01 10:00:20.353,ACY,G,G Sep22-Oct22 Calendar,Sell,6.75,-1,3,f916dfbd-5c56-4d01-9231-33ed269b7a21,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,KCTgqzRY4KN1PFWsSnoAFy,,G Sep22
64,2022-03-01 10:00:20.353,ACY,G,G Sep22,Sell,797.0,-1,2,f916dfbd-5c56-4d01-9231-33ed269b7a21,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,97rrRwiZF0Q7rT9JgFZCpb,,G Sep22
65,2022-03-01 10:00:20.353,ACY,G,G Oct22,Buy,790.25,1,2,f916dfbd-5c56-4d01-9231-33ed269b7a21,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,HMsMSOZ4cUg2iBBGufQduf,,G Oct22
66,2022-03-01 10:00:29.210,ACY,G,G Sep22-Oct22 Calendar,Sell,6.75,-1,3,f916dfbd-5c56-4d01-9231-33ed269b7a21,Sep22,Oct22,Spread,COMPLEX,1mo Spread,1mo Spread,Sep22,1,2022-09-01 00:00:00.000,55SXreTdKCPKJ7luhaA6hh,,G Sep22
67,2022-03-01 10:00:29.210,ACY,G,G Sep22,Sell,796.75,-1,2,f916dfbd-5c56-4d01-9231-33ed269b7a21,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-09-01 00:00:00.000,E6OAQewVYQUDpYT2fFFQjG,,G Sep22
68,2022-03-01 10:00:29.210,ACY,G,G Oct22,Buy,790.0,1,2,f916dfbd-5c56-4d01-9231-33ed269b7a21,Oct22,Oct22,Outright,COMPLEX,Outright,1mo Spread,Sep22,0,2022-10-01 00:00:00.000,D4VbjxVTDzn3iUhASFFOM4,,G Oct22
69,2022-03-01 10:01:04.503,ACY,G,G Jun22-Jul22 Calendar,Buy,21.0,3,3,dbd65d98-7a7b-4888-bb02-1df4e2a2e1dc,Jun22,Jul22,Spread,COMPLEX,1mo Spread,1mo Spread,Jun22,1,2022-06-01 00:00:00.000,i1WwWeKWUfJO4NRBzwnev,,G Jun22
70,2022-03-01 10:01:04.503,ACY,G,G Jun22,Buy,843.0,3,2,dbd65d98-7a7b-4888-bb02-1df4e2a2e1dc,Jun22,Jun22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-06-01 00:00:00.000,DabHLmevYbiCft6qTRSuxf,,G Jun22
71,2022-03-01 10:01:04.503,ACY,G,G Jul22,Sell,822.0,-3,2,dbd65d98-7a7b-4888-bb02-1df4e2a2e1dc,Jul22,Jul22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-07-01 00:00:00.000,KCPfzcPrvW0Fv6bZWlgmXU,,G Jul22
72,2022-03-01 10:04:01.810,ACY,G,G Jun22-Jul22 Calendar,Sell,21.25,-2,3,89229208-555d-47a7-a5ba-5fe46faedece,Jun22,Jul22,Spread,COMPLEX,1mo Spread,1mo Spread,Jun22,1,2022-06-01 00:00:00.000,1ektfTCMR2c2jCuhVOBBEH,,G Jun22
73,2022-03-01 10:04:01.813,ACY,G,G Jun22-Jul22 Calendar,Sell,21.25,-2,1,98c9f69e-10a0-46f9-9914-3ae443bf8329,Jun22,Jul22,Spread,COMPLEX,1mo Spread,1mo Spread,Jun22,1,2022-06-01 00:00:00.000,RkwDsJvVlmEj1XJmCW2WoK,,G Jun22
74,2022-03-01 10:04:01.810,ACY,G,G Jun22,Sell,844.25,-2,2,89229208-555d-47a7-a5ba-5fe46faedece,Jun22,Jun22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-06-01 00:00:00.000,9YOgHkOam6LGUSJIkHR6wH,,G Jun22
75,2022-03-01 10:04:01.810,ACY,G,G Jul22,Buy,823.0,2,2,89229208-555d-47a7-a5ba-5fe46faedece,Jul22,Jul22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-07-01 00:00:00.000,BM0gUhhtKDEHnfWEs3nbRk,,G Jul22
76,2022-03-01 10:04:01.813,ACY,G,G Jun22-Jul22 Calendar,Sell,21.25,-1,3,89229208-555d-47a7-a5ba-5fe46faedece,Jun22,Jul22,Spread,COMPLEX,1mo Spread,1mo Spread,Jun22,1,2022-06-01 00:00:00.000,3ySpucAFpXi15dbqpP42Cf,,G Jun22
77,2022-03-01 10:04:01.813,ACY,G,G Jun22,Sell,844.25,-1,2,89229208-555d-47a7-a5ba-5fe46faedece,Jun22,Jun22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-06-01 00:00:00.000,L3jLs3LQxYqLuXlGGRvRag,,G Jun22
78,2022-03-01 10:04:01.813,ACY,G,G Jul22,Buy,823.0,1,2,89229208-555d-47a7-a5ba-5fe46faedece,Jul22,Jul22,Outright,COMPLEX,Outright,1mo Spread,Jun22,0,2022-07-01 00:00:00.000,3HiPW3xDLxiL4NqyTPM65i,,G Jul22
79,2022-03-01 10:04:01.813,ACY,G,G Jun22-Jul22 Calendar,Sell,21.25,-1,1,98c9f69e-10a0-46f9-9914-3ae443bf8329,Jun22,Jul22,Spread,COMPLEX,1mo Spread,1mo Spread,Jun22,1,2022-06-01 00:00:00.000,W0YHvcl6KWAiXu+bE4EY5O,,G Jun22
80,2022-03-01 10:08:02.163,ACY,G,G Aug22-Sep22 Calendar,Buy,9.5,1,3,f6e20fcc-2421-4d40-a9ab-b47d30397847,Aug22,Sep22,Spread,COMPLEX,1mo Spread,1mo Spread,Aug22,1,2022-08-01 00:00:00.000,AfWj1nESDjn19bA8dQgmQG,,G Aug22
81,2022-03-01 10:08:02.163,ACY,G,G Aug22,Buy,806.25,1,2,f6e20fcc-2421-4d40-a9ab-b47d30397847,Aug22,Aug22,Outright,COMPLEX,Outright,1mo Spread,Aug22,0,2022-08-01 00:00:00.000,48zvEJWFim6LMSH5t2jgd6,,G Aug22
82,2022-03-01 10:08:02.163,ACY,G,G Sep22,Sell,796.75,-1,2,f6e20fcc-2421-4d40-a9ab-b47d30397847,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Aug22,0,2022-09-01 00:00:00.000,FzXb3PpDVjf9QZHbk5dwAS,,G Sep22
83,2022-03-01 10:08:23.517,ACY,G,G Aug22-Sep22 Calendar,Buy,9.5,1,3,f6e20fcc-2421-4d40-a9ab-b47d30397847,Aug22,Sep22,Spread,COMPLEX,1mo Spread,1mo Spread,Aug22,1,2022-08-01 00:00:00.000,FuP2tD8apIR8blERKaUIdv,,G Aug22
84,2022-03-01 10:08:23.517,ACY,G,G Aug22,Buy,806.25,1,2,f6e20fcc-2421-4d40-a9ab-b47d30397847,Aug22,Aug22,Outright,COMPLEX,Outright,1mo Spread,Aug22,0,2022-08-01 00:00:00.000,GaojfM4K6iy1GWH3Xsazwr,,G Aug22
85,2022-03-01 10:08:23.517,ACY,G,G Sep22,Sell,796.75,-1,2,f6e20fcc-2421-4d40-a9ab-b47d30397847,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Aug22,0,2022-09-01 00:00:00.000,9dn21EXH4yqCbxXWaLrdUL,,G Sep22
86,2022-03-01 10:08:28.970,ACY,G,G Aug22-Sep22 Calendar,Buy,9.5,4,3,f6e20fcc-2421-4d40-a9ab-b47d30397847,Aug22,Sep22,Spread,COMPLEX,1mo Spread,1mo Spread,Aug22,1,2022-08-01 00:00:00.000,Kt8XeOGYRyZ7ZM4b4u986Y,,G Aug22
87,2022-03-01 10:08:28.970,ACY,G,G Aug22,Buy,806.25,4,2,f6e20fcc-2421-4d40-a9ab-b47d30397847,Aug22,Aug22,Outright,COMPLEX,Outright,1mo Spread,Aug22,0,2022-08-01 00:00:00.000,D9u9xAA7zUxCAnY8JhhLkx,,G Aug22
88,2022-03-01 10:08:28.970,ACY,G,G Sep22,Sell,796.75,-4,2,f6e20fcc-2421-4d40-a9ab-b47d30397847,Sep22,Sep22,Outright,COMPLEX,Outright,1mo Spread,Aug22,0,2022-09-01 00:00:00.000,E6Pyzoz8Ps2Ls6CgqMmofK,,G Sep22
