,Datetime,ITM,Product,Instrument,B/S,Price,FillQty,multilegreportingtype,TTOrderId,FirstLeg,SecondLeg,Structure,Algo,Tag,Parent_tag,Parent_firstleg,Tenore,start,id,Hedged,Final_Index
2347,2022-03-01 10:55:32.377,BIH,SR3,SR3 Dec22,Buy,9867.5,2,1,027efd12-7fd4-4f79-bac6-5cbda5717e44,Dec22,Dec22,Outright,ASE,Outright,Outright,Dec22,0,2022-12-01 00:00:00.000,4ZS6pO0qlqZ941Faez6SwK,,SR3 Dec22
2348,2022-03-01 10:55:32.377,BIH,SR3,SR3 Dec22,Buy,9867.5,2,1,5ce33ee2-361e-4810-b92b-9cbee5808674,Dec22,Dec22,Outright,ASE,Outright,Outright,Dec22,0,2022-12-01 00:00:00.000,6CsjEzEz8byH8hbSEs7SPo,,SR3 Dec22
2349,2022-03-01 10:55:32.377,BIH,SR3,SR3 Dec22,Buy,9867.5,3,1,027efd12-7fd4-4f79-bac6-5cbda5717e44,Dec22,Dec22,Outright,ASE,Outright,Outright,Dec22,0,2022-12-01 00:00:00.000,LJZ79xEBUaX7L2G1XAo9Hv,,SR3 Dec22
2350,2022-03-01 10:55:32.377,BIH,SR3,SR3 Dec22,Buy,9867.5,3,1,5ce33ee2-361e-4810-b92b-9cbee5808674,Dec22,Dec22,Outright,ASE,Outright,Outright,Dec22,0,2022-12-01 00:00:00.000,EcJhvQddbFT6yllTuG89f0,,SR3 Dec22
2351,2022-03-01 10:55:38.027,BIH,SR3,SR3 Dec22,Buy,9867.5,5,1,f97f3c5c-8512-41f6-866b-ea41e29631df,Dec22,Dec22,Outright,ASE,Outright,Outright,Dec22,0,2022-12-01 00:00:00.000,KXjFL6QBjmdDHfstLVX51g,,SR3 Dec22
2352,2022-03-01 11:01:11.137,AVD,CL,CL Jul22-Aug22 Calendar,Sell,222.0,-1,3,4864d13f-eced-4657-a423-95b92454ee0d,Jul22,Aug22,Spread,COMPLEX,1mo Spread,1mo Spread,Jul22,1,2022-07-01 00:00:00.000,IOY4v2U485a5ilKj80wkQG,,CL Jul22
2353,2022-03-01 11:01:11.137,AVD,CL,CL Jul22,Sell,9063.0,-1,2,4864d13f-eced-4657-a423-95b92454ee0d,Jul22,Jul22,Outright,COMPLEX,Outright,1mo Spread,Jul22,0,2022-07-01 00:00:00.000,Ik0F0WvACYoC4KjHrScqgG,,CL Jul22
2354,2022-03-01 11:01:11.137,AVD,CL,CL Aug22,Buy,8841.0,1,2,4864d13f-eced-4657-a423-95b92454ee0d,Aug22,Aug22,Outright,COMPLEX,Outright,1mo Spread,Jul22,0,2022-08-01 00:00:00.000,FziO3Ocnk477WZg1GtM72D,,CL Aug22
2355,2022-03-01 11:01:11.140,AVD,CL,CL Jul22-Aug22 Calendar,Sell,222.0,-4,3,4864d13f-eced-4657-a423-95b92454ee0d,Jul22,Aug22,Spread,COMPLEX,1mo Spread,1mo Spread,Jul22,1,2022-07-01 00:00:00.000,JVkMXENF7CH2JxaoyuOUM0,,CL Jul22
2356,2022-03-01 11:01:11.140,AVD,CL,CL Jul22,Sell,9063.0,-4,2,4864d13f-eced-4657-a423-95b92454ee0d,Jul22,Jul22,Outright,COMPLEX,Outright,1mo Spread,Jul22,0,2022-07-01 00:00:00.000,KswFDagmuGMK6qfog6QheE,,CL Jul22
2357,2022-03-01 11:01:11.140,AVD,CL,CL Aug22,Buy,8841.0,4,2,4864d13f-eced-4657-a423-95b92454ee0d,Aug22,Aug22,Outright,COMPLEX,Outright,1mo Spread,Jul22,0,2022-08-01 00:00:00.000,JlhaS1hHFvHDWtOQJ7EgC3,,CL Aug22
2358,2022-03-01 11:01:16.470,BIH,SR3,SR3 Sep22,Buy,9893.5,1,1,0503ec17-b9f7-4fd5-a380-456bd12fe076,Sep22,Sep22,Outright,ASE,Outright,Outright,Sep22,0,2022-09-01 00:00:00.000,4eyqajal8JfB5R9takBUrM,,SR3 Sep22
2359,2022-03-01 11:01:16.473,BIH,SR3,SR3 Sep22,Buy,9893.5,2,1,3c38abc4-60a6-4a14-9e81-b0b65c21f115,Sep22,Sep22,Outright,ASE,Outright,Outright,Sep22,0,2022-09-01 00:00:00.000,9YMB1fgheYb18DNEPyGcW8,,SR3 Sep22
2360,2022-03-01 11:01:16.477,BIH,SR3,SR3 Sep22,Buy,9893.5,2,1,ad80d52d-1ec5-4137-8d78-d0ec939e62cf,Sep22,Sep22,Outright,ASE,Outright,Outright,Sep22,0,2022-09-01 00:00:00.000,CzKI51q2Pvc72lsJopnTrx,,SR3 Sep22
2361,2022-03-01 11:01:16.480,BIH,SR3,SR3 Sep22,Buy,9893.5,1,1,1b01f9dc-de12-4c9a-96c7-a6c3bb0e5c53,Sep22,Sep22,Outright,ASE,Outright,Outright,Sep22,0,2022-09-01 00:00:00.000,50K6GVcqcZvF5Q7lRvzlgv,,SR3 Sep22
2362,2022-03-01 11:01:16.480,BIH,SR3,SR3 Sep22,Buy,9893.5,2,1,12009c1e-02ce-4ea4-b7e6-cc3c8a13e0fb,Sep22,Sep22,Outright,ASE,Outright,Outright,Sep22,0,2022-09-01 00:00:00.000,8biBbxJJOaE5DmeM776HVL,,SR3 Sep22
2363,2022-03-01 11:02:00.747,AVD,G,G Apr22-May22 Calendar,Buy,32.0,5,3,34c7010e-593e-4557-ac95-fcd637268b4f,Apr22,May22,Spread,COMPLEX,1mo Spread,1mo Spread,Apr22,1,2022-04-01 00:00:00.000,7UVI8mo3DHo7RSnKbzcmgt,,G Apr22
2364,2022-03-01 11:02:00.747,AVD,G,G Apr22,Buy,896.75,5,2,34c7010e-593e-4557-ac95-fcd637268b4f,Apr22,Apr22,Outright,COMPLEX,Outright,1mo Spread,Apr22,0,2022-04-01 00:00:00.000,1TqNN5cSJEyFkPEmf5lV9l,,G Apr22
2365,2022-03-01 11:02:00.747,AVD,G,G May22,Sell,864.75,-5,2,34c7010e-593e-4557-ac95-fcd637268b4f,May22,May22,Outright,COMPLEX,Outright,1mo Spread,Apr22,0,2022-05-01 00:00:00.000,8B2NKoj1ORaGzrQBIQzhq8,,G May22
2366,2022-03-01 11:02:44.557,AVD,G,G Mar22-Apr22 Calendar,Sell,28.75,-1,3,965b1758-30b6-4ea7-88b4-754be3efdc64,Mar22,Apr22,Spread,COMPLEX,1mo Spread,1mo Spread,Mar22,1,2022-03-01 00:00:00.000,6imXDW3hmNO75IVxpXsce9,,G Mar22
2367,2022-03-01 11:02:44.557,AVD,G,G Mar22,Sell,924.75,-1,2,965b1758-30b6-4ea7-88b4-754be3efdc64,Mar22,Mar22,Outright,COMPLEX,Outright,1mo Spread,Mar22,0,2022-03-01 00:00:00.000,G4nE5DWNzWEF2rbctxVRce,,G Mar22
2368,2022-03-01 11:02:44.557,AVD,G,G Apr22,Buy,896.0,1,2,965b1758-30b6-4ea7-88b4-754be3efdc64,Apr22,Apr22,Outright,COMPLEX,Outright,1mo Spread,Mar22,0,2022-04-01 00:00:00.000,9D0yhU7cqHLG29JJWkkx0Z,,G Apr22
2369,2022-03-01 11:02:55.240,BIH,SR3,SR3 Mar22,Sell,9956.0,-15,1,73232935-e70c-4d99-824c-0ab6a5ca621d,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,CjE2AEpAKyuAvbwDR1b13v,,SR3 Mar22
2370,2022-03-01 11:02:58.083,AVD,G,G Mar22-Apr22 Calendar,Sell,28.75,-1,3,965b1758-30b6-4ea7-88b4-754be3efdc64,Mar22,Apr22,Spread,COMPLEX,1mo Spread,1mo Spread,Mar22,1,2022-03-01 00:00:00.000,LpU5qXfokAA1n5LFqCBHc8,,G Mar22
2371,2022-03-01 11:02:58.083,AVD,G,G Mar22,Sell,924.75,-1,2,965b1758-30b6-4ea7-88b4-754be3efdc64,Mar22,Mar22,Outright,COMPLEX,Outright,1mo Spread,Mar22,0,2022-03-01 00:00:00.000,Bs2XIKbw337C2SXHOcK8Of,,G Mar22
2372,2022-03-01 11:02:58.083,AVD,G,G Apr22,Buy,896.0,1,2,965b1758-30b6-4ea7-88b4-754be3efdc64,Apr22,Apr22,Outright,COMPLEX,Outright,1mo Spread,Mar22,0,2022-04-01 00:00:00.000,5rTp0YjDjAM355BC8aR8xu,,G Apr22
2373,2022-03-01 11:02:58.083,AVD,G,G Mar22-Apr22 Calendar,Sell,28.75,-1,3,965b1758-30b6-4ea7-88b4-754be3efdc64,Mar22,Apr22,Spread,COMPLEX,1mo Spread,1mo Spread,Mar22,1,2022-03-01 00:00:00.000,C2n5UmMdNtc2Lf6wxhRgTO,,G Mar22
2374,2022-03-01 11:02:58.083,AVD,G,G Mar22,Sell,924.75,-1,2,965b1758-30b6-4ea7-88b4-754be3efdc64,Mar22,Mar22,Outright,COMPLEX,Outright,1mo Spread,Mar22,0,2022-03-01 00:00:00.000,EHBEjISQWUhAsh4Uf3ZJWi,,G Mar22
2375,2022-03-01 11:02:58.083,AVD,G,G Apr22,Buy,896.0,1,2,965b1758-30b6-4ea7-88b4-754be3efdc64,Apr22,Apr22,Outright,COMPLEX,Outright,1mo Spread,Mar22,0,2022-04-01 00:00:00.000,IztkJ6c1rLKHAlJ9cBYb23,,G Apr22
2376,2022-03-01 11:02:58.083,AVD,G,G Mar22-Apr22 Calendar,Sell,28.75,-1,3,965b1758-30b6-4ea7-88b4-754be3efdc64,Mar22,Apr22,Spread,COMPLEX,1mo Spread,1mo Spread,Mar22,1,2022-03-01 00:00:00.000,50HYRgAhUOIHFjs1BRbipR,,G Mar22
2377,2022-03-01 11:02:58.083,AVD,G,G Mar22,Sell,924.75,-1,2,965b1758-30b6-4ea7-88b4-754be3efdc64,Mar22,Mar22,Outright,COMPLEX,Outright,1mo Spread,Mar22,0,2022-03-01 00:00:00.000,5lye35LVoVx91X6WAcfG68,,G Mar22
2378,2022-03-01 11:02:58.083,AVD,G,G Apr22,Buy,896.0,1,2,965b1758-30b6-4ea7-88b4-754be3efdc64,Apr22,Apr22,Outright,COMPLEX,Outright,1mo Spread,Mar22,0,2022-04-01 00:00:00.000,KyJZE3aqogF96XRaGRx1Dt,,G Apr22
2379,2022-03-01 11:02:58.083,AVD,G,G Mar22-Apr22 Calendar,Sell,28.75,-1,3,965b1758-30b6-4ea7-88b4-754be3efdc64,Mar22,Apr22,Spread,COMPLEX,1mo Spread,1mo Spread,Mar22,1,2022-03-01 00:00:00.000,H1aYPaOXk8UJG5JkcBUsO0,,G Mar22
2380,2022-03-01 11:02:58.083,AVD,G,G Mar22,Sell,924.75,-1,2,965b1758-30b6-4ea7-88b4-754be3efdc64,Mar22,Mar22,Outright,COMPLEX,Outright,1mo Spread,Mar22,0,2022-03-01 00:00:00.000,FIxGRBQK76aIMalyUOaejA,,G Mar22
2381,2022-03-01 11:02:58.083,AVD,G,G Apr22,Buy,896.0,1,2,965b1758-30b6-4ea7-88b4-754be3efdc64,Apr22,Apr22,Outright,COMPLEX,Outright,1mo Spread,Mar22,0,2022-04-01 00:00:00.000,EGz1PLKKR207LHALkmwecS,,G Apr22
2382,2022-03-01 11:06:16.993,BIH,SR3,SR3 Mar22,Buy,9956.0,1,1,ea089e47-148e-4f93-9f0d-5daec8913cd6,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,CEqm925ag+K2KDgLZBezoA,,SR3 Mar22
2383,2022-03-01 11:06:23.553,BIH,SR3,SR3 Mar22,Buy,9955.5,2,1,79dd1065-a728-4faf-990c-b79c3068908b,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,7pz0LxyR43t3rWyHOIttGY,,SR3 Mar22
2384,2022-03-01 11:06:23.570,BIH,SR3,SR3 Mar22,Buy,9955.5,2,1,79dd1065-a728-4faf-990c-b79c3068908b,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,H1HTkn6sfBZ4lPVvpuBl9T,,SR3 Mar22
2385,2022-03-01 11:06:23.577,BIH,SR3,SR3 Mar22,Buy,9955.5,1,1,79dd1065-a728-4faf-990c-b79c3068908b,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,3XqB2aZ0fKz6S55Vu8MwA,,SR3 Mar22
2386,2022-03-01 11:06:23.580,BIH,SR3,SR3 Mar22,Buy,9955.5,1,1,79dd1065-a728-4faf-990c-b79c3068908b,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,I8c07wbIhC63Mc2X7AOjJa,,SR3 Mar22
2387,2022-03-01 11:06:23.583,BIH,SR3,SR3 Mar22,Buy,9955.5,1,1,79dd1065-a728-4faf-990c-b79c3068908b,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,2AXPZtavdxTKpflV64gscs,,SR3 Mar22
2388,2022-03-01 11:06:23.583,BIH,SR3,SR3 Mar22,Buy,9955.5,1,1,79dd1065-a728-4faf-990c-b79c3068908b,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,EMQeFAvzEru61FRtExIbtj,,SR3 Mar22
2389,2022-03-01 11:06:39.993,BIH,SR3,SR3 Mar22,Buy,9955.75,6,1,79dd1065-a728-4faf-990c-b79c3068908b,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,Ip8BumIHBUs4n3RWZxtNnt,,SR3 Mar22
2390,2022-03-01 11:08:08.487,BIH,SR3,SR3 Mar22,Sell,9956.25,-11,1,5a43db00-6ddc-433a-b71d-78efa2d11c8e,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,GKhP4VM0kjJE5tmVwl4OK3,,SR3 Mar22
2391,2022-03-01 11:09:27.880,BIH,SR3,SR3 Mar22,Buy,9956.5,7,1,fb86ce37-ff28-4cfe-9fc6-819aa01b30cb,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,Rkd1psrGskE5F8zhLAk1qJ,,SR3 Mar22
2392,2022-03-01 11:09:27.883,BIH,SR3,SR3 Mar22,Buy,9956.5,5,1,a8f92a8b-671c-4aea-93f6-8e6ef7c0c78e,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,hk2ouu0uv8FYOO5Lcb6KLM,,SR3 Mar22
2393,2022-03-01 11:11:13.047,AVD,BRN,BRN Jul22-Aug22 Calendar,Sell,2.11,-1,3,172b0f61-2fb6-486c-9012-c448306ee286,Jul22,Aug22,Spread,COMPLEX,1mo Spread,1mo Spread,Jul22,1,2022-07-01 00:00:00.000,DfgwSi7LBjY4rAMy5o1Ypk,,BRN Jul22
2394,2022-03-01 11:11:13.047,AVD,BRN,BRN Jul22,Sell,94.95,-1,2,172b0f61-2fb6-486c-9012-c448306ee286,Jul22,Jul22,Outright,COMPLEX,Outright,1mo Spread,Jul22,0,2022-07-01 00:00:00.000,3nqe1o6By2t8cBGVXy99kt,,BRN Jul22
2395,2022-03-01 11:11:13.047,AVD,BRN,BRN Aug22,Buy,92.84,1,2,172b0f61-2fb6-486c-9012-c448306ee286,Aug22,Aug22,Outright,COMPLEX,Outright,1mo Spread,Jul22,0,2022-08-01 00:00:00.000,H6kaRQM3iur4sJE9B9tQ6K,,BRN Aug22
2396,2022-03-01 11:11:13.047,AVD,BRN,BRN Jul22-Aug22 Calendar,Sell,2.11,-1,3,172b0f61-2fb6-486c-9012-c448306ee286,Jul22,Aug22,Spread,COMPLEX,1mo Spread,1mo Spread,Jul22,1,2022-07-01 00:00:00.000,F326fkxOoR1BBntArtxBdB,,BRN Jul22
2397,2022-03-01 11:11:13.047,AVD,BRN,BRN Jul22,Sell,94.96,-1,2,172b0f61-2fb6-486c-9012-c448306ee286,Jul22,Jul22,Outright,COMPLEX,Outright,1mo Spread,Jul22,0,2022-07-01 00:00:00.000,DV5nBiUiVirClgR9gRtcF9,,BRN Jul22
2398,2022-03-01 11:11:13.047,AVD,BRN,BRN Aug22,Buy,92.85,1,2,172b0f61-2fb6-486c-9012-c448306ee286,Aug22,Aug22,Outright,COMPLEX,Outright,1mo Spread,Jul22,0,2022-08-01 00:00:00.000,3nYdI7Z7Bb5Rmjw2mVHQf,,BRN Aug22
2399,2022-03-01 11:11:13.047,AVD,BRN,BRN Jul22-Aug22 Calendar,Sell,2.11,-1,3,172b0f61-2fb6-486c-9012-c448306ee286,Jul22,Aug22,Spread,COMPLEX,1mo Spread,1mo Spread,Jul22,1,2022-07-01 00:00:00.000,Bs3T49vZqtfLeWwfGabztH,,BRN Jul22
2400,2022-03-01 11:11:13.047,AVD,BRN,BRN Jul22,Sell,94.96,-1,2,172b0f61-2fb6-486c-9012-c448306ee286,Jul22,Jul22,Outright,COMPLEX,Outright,1mo Spread,Jul22,0,2022-07-01 00:00:00.000,9YNSFURdHn9JkGlqmI9fRm,,BRN Jul22
2401,2022-03-01 11:11:13.047,AVD,BRN,BRN Aug22,Buy,92.85,1,2,172b0f61-2fb6-486c-9012-c448306ee286,Aug22,Aug22,Outright,COMPLEX,Outright,1mo Spread,Jul22,0,2022-08-01 00:00:00.000,CYgWDtHbIAABiWVqo6IAxb,,BRN Aug22
2402,2022-03-01 11:11:26.503,BIH,SR3,SR3 Mar22,Sell,9956.75,-4,1,0f69edac-4965-4a33-a5b3-b67c97ec29ec,Mar22,Mar22,Outright,ASE,Outright,Outright,Mar22,0,2022-03-01 00:00:00.000,31lAICWlGI4AdhAHxqUZWo,,SR3 Mar22
2403,2022-03-01 11:12:16.347,AVD,BRN,BRN Nov22-Dec22 Calendar,Sell,0.94,-1,3,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Dec22,Spread,COMPLEX,1mo Spread,1mo Spread,Nov22,1,2022-11-01 00:00:00.000,8BBROzjqt7rD6QCIAGjlOj,,BRN Nov22
2404,2022-03-01 11:12:16.347,AVD,BRN,BRN Nov22,Sell,88.93,-1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Nov22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-11-01 00:00:00.000,BRPVNj0G0zgGsPzPH1JkzF,,BRN Nov22
2405,2022-03-01 11:12:16.347,AVD,BRN,BRN Dec22,Buy,87.99,1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Dec22,Dec22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-12-01 00:00:00.000,B661C4Zop6I6no0punIupZ,,BRN Dec22
2406,2022-03-01 11:12:16.350,AVD,BRN,BRN Nov22-Dec22 Calendar,Sell,0.94,-2,3,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Dec22,Spread,COMPLEX,1mo Spread,1mo Spread,Nov22,1,2022-11-01 00:00:00.000,4kBrnAtkS6C66uBnWECLD4,,BRN Nov22
2407,2022-03-01 11:12:16.350,AVD,BRN,BRN Nov22,Sell,88.94,-2,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Nov22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-11-01 00:00:00.000,2QWFPBTJ13L52E8rfRSboQ,,BRN Nov22
2408,2022-03-01 11:12:16.350,AVD,BRN,BRN Dec22,Buy,88.0,2,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Dec22,Dec22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-12-01 00:00:00.000,2rGl6YgxOdX8Ts1xq4tdiF,,BRN Dec22
2409,2022-03-01 11:12:19.253,AVD,BRN,BRN Nov22-Dec22 Calendar,Sell,0.94,-1,3,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Dec22,Spread,COMPLEX,1mo Spread,1mo Spread,Nov22,1,2022-11-01 00:00:00.000,1Tqx3YDEdvlAOTvhSHo4sv,,BRN Nov22
2410,2022-03-01 11:12:19.253,AVD,BRN,BRN Nov22,Sell,88.95,-1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Nov22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-11-01 00:00:00.000,DF9SgdCCxDVF8mQrW36az8,,BRN Nov22
2411,2022-03-01 11:12:19.253,AVD,BRN,BRN Dec22,Buy,88.01,1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Dec22,Dec22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-12-01 00:00:00.000,D4dgq7lZwKC9bMrax6PC3J,,BRN Dec22
2412,2022-03-01 11:12:20.577,AVD,BRN,BRN Nov22-Dec22 Calendar,Sell,0.94,-1,3,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Dec22,Spread,COMPLEX,1mo Spread,1mo Spread,Nov22,1,2022-11-01 00:00:00.000,KiDHiN1VAbHHUSDJRpMQ36,,BRN Nov22
2413,2022-03-01 11:12:20.577,AVD,BRN,BRN Nov22,Sell,88.97,-1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Nov22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-11-01 00:00:00.000,JAdAULclnln8PiRIRMiYtI,,BRN Nov22
2414,2022-03-01 11:12:20.577,AVD,BRN,BRN Dec22,Buy,88.03,1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Dec22,Dec22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-12-01 00:00:00.000,FYzbHeLkAS1AbqhWzQfsxy,,BRN Dec22
2415,2022-03-01 11:12:21.250,AVD,BRN,BRN Nov22-Dec22 Calendar,Sell,0.94,-1,3,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Dec22,Spread,COMPLEX,1mo Spread,1mo Spread,Nov22,1,2022-11-01 00:00:00.000,2ltDRy6oNUCIxpCwuMVDEw,,BRN Nov22
2416,2022-03-01 11:12:21.250,AVD,BRN,BRN Nov22,Sell,88.96,-1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Nov22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-11-01 00:00:00.000,8x3YV4kWVjX3a04cG74Ixx,,BRN Nov22
2417,2022-03-01 11:12:21.250,AVD,BRN,BRN Dec22,Buy,88.02,1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Dec22,Dec22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-12-01 00:00:00.000,cnoixbnp4a5Vnr1af9209,,BRN Dec22
2418,2022-03-01 11:12:21.267,AVD,BRN,BRN Nov22-Dec22 Calendar,Sell,0.94,-1,3,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Dec22,Spread,COMPLEX,1mo Spread,1mo Spread,Nov22,1,2022-11-01 00:00:00.000,JATHRwVbNR8LTnRtRl6RRY,,BRN Nov22
2419,2022-03-01 11:12:21.267,AVD,BRN,BRN Nov22,Sell,88.97,-1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Nov22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-11-01 00:00:00.000,I3K905H8sHt1H99qQjv60W,,BRN Nov22
2420,2022-03-01 11:12:21.267,AVD,BRN,BRN Dec22,Buy,88.03,1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Dec22,Dec22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-12-01 00:00:00.000,BRNQuJRypRiBRDdY6parpY,,BRN Dec22
2421,2022-03-01 11:12:21.267,AVD,BRN,BRN Nov22-Dec22 Calendar,Sell,0.94,-1,3,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Dec22,Spread,COMPLEX,1mo Spread,1mo Spread,Nov22,1,2022-11-01 00:00:00.000,9yp7yac79lYBKcKMf7H8YA,,BRN Nov22
2422,2022-03-01 11:12:21.267,AVD,BRN,BRN Nov22,Sell,88.97,-1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Nov22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-11-01 00:00:00.000,E6bSGUO2mmA8YD3hkx0qpt,,BRN Nov22
2423,2022-03-01 11:12:21.267,AVD,BRN,BRN Dec22,Buy,88.03,1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Dec22,Dec22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-12-01 00:00:00.000,GFgkBLIF9HyL3EVOnnRCnO,,BRN Dec22
2424,2022-03-01 11:12:21.280,AVD,BRN,BRN Nov22-Dec22 Calendar,Sell,0.94,-1,3,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Dec22,Spread,COMPLEX,1mo Spread,1mo Spread,Nov22,1,2022-11-01 00:00:00.000,6nvh8ivrhrNGHK9oAOAfjr,,BRN Nov22
2425,2022-03-01 11:12:21.280,AVD,BRN,BRN Nov22,Sell,88.98,-1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Nov22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-11-01 00:00:00.000,BmnREXGlzbnHzt7VHQSPQX,,BRN Nov22
2426,2022-03-01 11:12:21.280,AVD,BRN,BRN Dec22,Buy,88.04,1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Dec22,Dec22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-12-01 00:00:00.000,DvqWZyAhqPf2bTlrKTQ61c,,BRN Dec22
2427,2022-03-01 11:12:21.290,AVD,BRN,BRN Nov22-Dec22 Calendar,Sell,0.94,-1,3,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Dec22,Spread,COMPLEX,1mo Spread,1mo Spread,Nov22,1,2022-11-01 00:00:00.000,HXC7K6Gnf88xstRAECRuT,,BRN Nov22
2428,2022-03-01 11:12:21.290,AVD,BRN,BRN Nov22,Sell,88.99,-1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Nov22,Nov22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-11-01 00:00:00.000,AkqxwwyndTsCiWiTkMTSkT,,BRN Nov22
2429,2022-03-01 11:12:21.290,AVD,BRN,BRN Dec22,Buy,88.05,1,2,e286fc7b-f42b-4431-a18a-7010a3e99938,Dec22,Dec22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-12-01 00:00:00.000,1p76orrFkROIZk3DqgqjBT,,BRN Dec22
2430,2022-03-01 11:12:26.717,AVD,BRN,BRN Nov22-Dec22 Calendar,Sell,0.94,-1,3,e0c5d3f6-7539-4820-98db-92cfce1a06c1,Nov22,Dec22,Spread,COMPLEX,1mo Spread,1mo Spread,Nov22,1,2022-11-01 00:00:00.000,CO2zhsEOuxOAin7SvBA1z8,,BRN Nov22
2431,2022-03-01 11:12:26.717,AVD,BRN,BRN Nov22,Sell,88.97,-1,2,e0c5d3f6-7539-4820-98db-92cfce1a06c1,Nov22,Nov22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-11-01 00:00:00.000,9oLouLgeO6w6hMi7k9rhni,,BRN Nov22
2432,2022-03-01 11:12:26.717,AVD,BRN,BRN Dec22,Buy,88.03,1,2,e0c5d3f6-7539-4820-98db-92cfce1a06c1,Dec22,Dec22,Outright,COMPLEX,Outright,1mo Spread,Nov22,0,2022-12-01 00:00:00.000,BxFiPz1UUuS3YFLJFmOkkr,,BRN Dec22
2433,2022-03-01 11:12:29.573,AVD,BRN,BRN Dec22-Jan23 Calendar,Buy,0.89,10,3,4b8189b8-be86-43bc-bb83-d0300a33b50a,Dec22,Jan23,Spread,COMPLEX,1mo Spread,1mo Spread,Dec22,1,2022-12-01 00:00:00.000,JwM6cJLr6TbH0UpBfuE4YC,,BRN Dec22
